2017-01-06 09:52:39.963  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2017-01-06 09:52:39.968  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'httpPutFormContentFilter' to: [/*]
2017-01-06 09:52:39.968  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'requestContextFilter' to: [/*]
2017-01-06 09:52:40.051  INFO 32276 --- [main] com.mchange.v2.log.MLog                  : MLog clients using log4j logging.
2017-01-06 09:52:40.082  INFO 32276 --- [main] com.mchange.v2.c3p0.C3P0Registry         : Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2017-01-06 09:52:40.333  INFO 32276 --- [main] c.m.v.c.i.AbstractPoolBackedDataSource   : Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1bqop4e9lvhhymfni4gy|50a7c72b, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1bqop4e9lvhhymfni4gy|50a7c72b, idleConnectionTestPeriod -> 3000, initialPoolSize -> 5, jdbcUrl -> jdbc:mysql://120.132.55.103:3308/league_data?useunicode=true&characterencoding=utf8&autoreconnect=true&rewritebatchedstatements=true&zerodatetimebehavior=converttonull, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 10, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 2, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2017-01-06 09:52:40.850  INFO 32276 --- [main] j.LocalContainerEntityManagerFactoryBean : Building JPA container EntityManagerFactory for persistence unit 'default'
2017-01-06 09:52:40.864  INFO 32276 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2017-01-06 09:52:40.959  INFO 32276 --- [main] org.hibernate.Version                    : HHH000412: Hibernate Core {4.3.11.Final}
2017-01-06 09:52:40.961  INFO 32276 --- [main] org.hibernate.cfg.Environment            : HHH000206: hibernate.properties not found
2017-01-06 09:52:40.963  INFO 32276 --- [main] org.hibernate.cfg.Environment            : HHH000021: Bytecode provider name : javassist
2017-01-06 09:52:41.259  INFO 32276 --- [main] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
2017-01-06 09:52:41.383  INFO 32276 --- [main] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2017-01-06 09:52:41.395  INFO 32276 --- [main] o.h.e.jdbc.internal.LobCreatorBuilder    : HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2017-01-06 09:52:41.614  INFO 32276 --- [main] o.h.h.i.ast.ASTQueryTranslatorFactory    : HHH000397: Using ASTQueryTranslatorFactory
2017-01-06 09:52:42.863  INFO 32276 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/assist/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.AssistController.selectAssistById(int)
2017-01-06 09:52:51.825  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertDataMatchStat belongs to groups: [[ResourceGroup{groupName='比赛统计注：数据保存格式:-主场球队客场球队-如-23', position=0}]] 
2017-01-06 09:52:51.825  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛统计注：数据保存格式:-主场球队客场球队-如-23', position=0} with description:比赛统计注：数据保存格式: 主场球队/客场球队 如 2/3 for handler method:insertDataMatchStat
2017-01-06 09:52:51.826  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateDataMatchStat was 比赛统计注：数据保存格式:-主场球队客场球队-如-23
2017-01-06 09:52:51.826  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateDataMatchStat belongs to groups: [[ResourceGroup{groupName='比赛统计注：数据保存格式:-主场球队客场球队-如-23', position=0}]] 
2017-01-06 09:52:51.826  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛统计注：数据保存格式:-主场球队客场球队-如-23', position=0} with description:比赛统计注：数据保存格式: 主场球队/客场球队 如 2/3 for handler method:updateDataMatchStat
2017-01-06 09:52:51.826  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteDataMatchStatById was 比赛统计注：数据保存格式:-主场球队客场球队-如-23
2017-01-06 09:52:51.826  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteDataMatchStatById belongs to groups: [[ResourceGroup{groupName='比赛统计注：数据保存格式:-主场球队客场球队-如-23', position=0}]] 
2017-01-06 09:52:51.826  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛统计注：数据保存格式:-主场球队客场球队-如-23', position=0} with description:比赛统计注：数据保存格式: 主场球队/客场球队 如 2/3 for handler method:deleteDataMatchStatById
2017-01-06 09:52:51.826  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllDataPlayer was 球员
2017-01-06 09:52:51.826  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllDataPlayer belongs to groups: [[ResourceGroup{groupName='球员', position=0}]] 
2017-01-06 09:52:51.826  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员', position=0} with description:球员 for handler method:selectAllDataPlayer
2017-01-06 09:52:51.827  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectDataPlayerById was 球员
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectDataPlayerById belongs to groups: [[ResourceGroup{groupName='球员', position=0}]] 
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员', position=0} with description:球员 for handler method:selectDataPlayerById
2017-01-06 09:52:51.827  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteDataPlayerById was 球员
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteDataPlayerById belongs to groups: [[ResourceGroup{groupName='球员', position=0}]] 
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员', position=0} with description:球员 for handler method:deleteDataPlayerById
2017-01-06 09:52:51.827  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertDataPlayer was 球员
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertDataPlayer belongs to groups: [[ResourceGroup{groupName='球员', position=0}]] 
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员', position=0} with description:球员 for handler method:insertDataPlayer
2017-01-06 09:52:51.827  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateDataPlayer was 球员
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateDataPlayer belongs to groups: [[ResourceGroup{groupName='球员', position=0}]] 
2017-01-06 09:52:51.827  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员', position=0} with description:球员 for handler method:updateDataPlayer
2017-01-06 09:52:51.828  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllDataPlayerIdMapped was 比赛球员id--与-amisco-数据中的比赛球员id-对应表
2017-01-06 09:52:51.828  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllDataPlayerIdMapped belongs to groups: [[ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0}]] 
2017-01-06 09:52:51.828  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0} with description:比赛球员Id  与 amisco 数据中的比赛球员id 对应表 for handler method:selectAllDataPlayerIdMapped
2017-01-06 09:52:51.828  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectDataPlayerIdMappedById was 比赛球员id--与-amisco-数据中的比赛球员id-对应表
2017-01-06 09:52:51.828  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectDataPlayerIdMappedById belongs to groups: [[ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0}]] 
2017-01-06 09:52:51.828  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0} with description:比赛球员Id  与 amisco 数据中的比赛球员id 对应表 for handler method:selectDataPlayerIdMappedById
2017-01-06 09:52:51.828  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertDataPlayerIdMapped was 比赛球员id--与-amisco-数据中的比赛球员id-对应表
2017-01-06 09:52:51.828  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertDataPlayerIdMapped belongs to groups: [[ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0}]] 
2017-01-06 09:52:51.828  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0} with description:比赛球员Id  与 amisco 数据中的比赛球员id 对应表 for handler method:insertDataPlayerIdMapped
2017-01-06 09:52:51.828  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateDataPlayerIdMapped was 比赛球员id--与-amisco-数据中的比赛球员id-对应表
2017-01-06 09:52:51.829  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateDataPlayerIdMapped belongs to groups: [[ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0}]] 
2017-01-06 09:52:51.829  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0} with description:比赛球员Id  与 amisco 数据中的比赛球员id 对应表 for handler method:updateDataPlayerIdMapped
2017-01-06 09:52:51.829  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteDataPlayerIdMappedById was 比赛球员id--与-amisco-数据中的比赛球员id-对应表
2017-01-06 09:52:51.829  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteDataPlayerIdMappedById belongs to groups: [[ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0}]] 
2017-01-06 09:52:51.829  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='比赛球员id--与-amisco-数据中的比赛球员id-对应表', position=0} with description:比赛球员Id  与 amisco 数据中的比赛球员id 对应表 for handler method:deleteDataPlayerIdMappedById
2017-01-06 09:52:51.829  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllDataPlayerReClub was 球员历史
2017-01-06 09:52:51.829  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllDataPlayerReClub belongs to groups: [[ResourceGroup{groupName='球员历史', position=0}]] 
2017-01-06 09:52:51.829  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员历史', position=0} with description:球员历史 for handler method:selectAllDataPlayerReClub
2017-01-06 09:52:51.829  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectDataPlayerReClubById was 球员历史
2017-01-06 09:52:51.829  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectDataPlayerReClubById belongs to groups: [[ResourceGroup{groupName='球员历史', position=0}]] 
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员历史', position=0} with description:球员历史 for handler method:selectDataPlayerReClubById
2017-01-06 09:52:51.830  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertDataPlayerReClub was 球员历史
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertDataPlayerReClub belongs to groups: [[ResourceGroup{groupName='球员历史', position=0}]] 
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员历史', position=0} with description:球员历史 for handler method:insertDataPlayerReClub
2017-01-06 09:52:51.830  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateDataPlayerReClub was 球员历史
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateDataPlayerReClub belongs to groups: [[ResourceGroup{groupName='球员历史', position=0}]] 
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员历史', position=0} with description:球员历史 for handler method:updateDataPlayerReClub
2017-01-06 09:52:51.830  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteDataPlayerReClubById was 球员历史
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteDataPlayerReClubById belongs to groups: [[ResourceGroup{groupName='球员历史', position=0}]] 
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='球员历史', position=0} with description:球员历史 for handler method:deleteDataPlayerReClubById
2017-01-06 09:52:51.830  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectErrlogById was 错误日志
2017-01-06 09:52:51.830  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectErrlogById belongs to groups: [[ResourceGroup{groupName='错误日志', position=0}]] 
2017-01-06 09:52:51.831  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='错误日志', position=0} with description:错误日志 for handler method:selectErrlogById
2017-01-06 09:52:51.831  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllErrlog was 错误日志
2017-01-06 09:52:51.831  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllErrlog belongs to groups: [[ResourceGroup{groupName='错误日志', position=0}]] 
2017-01-06 09:52:51.831  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='错误日志', position=0} with description:错误日志 for handler method:selectAllErrlog
2017-01-06 09:52:51.831  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertErrlog was 错误日志
2017-01-06 09:52:51.831  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertErrlog belongs to groups: [[ResourceGroup{groupName='错误日志', position=0}]] 
2017-01-06 09:52:51.831  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='错误日志', position=0} with description:错误日志 for handler method:insertErrlog
2017-01-06 09:52:51.831  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateErrlog was 错误日志
2017-01-06 09:52:51.831  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateErrlog belongs to groups: [[ResourceGroup{groupName='错误日志', position=0}]] 
2017-01-06 09:52:51.831  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='错误日志', position=0} with description:错误日志 for handler method:updateErrlog
2017-01-06 09:52:51.832  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteErrlogById was 错误日志
2017-01-06 09:52:51.832  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteErrlogById belongs to groups: [[ResourceGroup{groupName='错误日志', position=0}]] 
2017-01-06 09:52:51.832  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='错误日志', position=0} with description:错误日志 for handler method:deleteErrlogById
2017-01-06 09:52:51.832  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllEventType was 事件类型
2017-01-06 09:52:51.832  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllEventType belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-06 09:52:51.832  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:selectAllEventType
2017-01-06 09:52:51.832  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectEventTypeById was 事件类型
2017-01-06 09:52:51.832  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectEventTypeById belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-06 09:52:51.832  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:selectEventTypeById
2017-01-06 09:52:51.832  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteEventTypeById was 事件类型
2017-01-06 09:52:51.832  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteEventTypeById belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-06 09:52:51.833  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:deleteEventTypeById
2017-01-06 09:52:51.833  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertEventType was 事件类型
2017-01-06 09:52:51.833  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertEventType belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-06 09:52:51.833  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:insertEventType
2017-01-06 09:52:51.833  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateEventType was 事件类型
2017-01-06 09:52:51.833  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateEventType belongs to groups: [[ResourceGroup{groupName='事件类型', position=0}]] 
2017-01-06 09:52:51.833  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='事件类型', position=0} with description:事件类型 for handler method:updateEventType
2017-01-06 09:52:51.833  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllJudgeType was 裁判类型
2017-01-06 09:52:51.833  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllJudgeType belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-06 09:52:51.833  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:selectAllJudgeType
2017-01-06 09:52:51.834  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectJudgeTypeById was 裁判类型
2017-01-06 09:52:51.834  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectJudgeTypeById belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-06 09:52:51.834  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:selectJudgeTypeById
2017-01-06 09:52:51.834  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method deleteJudgeTypeById was 裁判类型
2017-01-06 09:52:51.834  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: deleteJudgeTypeById belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-06 09:52:51.834  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:deleteJudgeTypeById
2017-01-06 09:52:51.834  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertJudgeType was 裁判类型
2017-01-06 09:52:51.834  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertJudgeType belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-06 09:52:51.834  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:insertJudgeType
2017-01-06 09:52:51.834  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method updateJudgeType was 裁判类型
2017-01-06 09:52:51.834  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: updateJudgeType belongs to groups: [[ResourceGroup{groupName='裁判类型', position=0}]] 
2017-01-06 09:52:51.835  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='裁判类型', position=0} with description:裁判类型 for handler method:updateJudgeType
2017-01-06 09:52:51.835  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeaguecalendar was 赛事
2017-01-06 09:52:51.835  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeaguecalendar belongs to groups: [[ResourceGroup{groupName='赛事', position=0}]] 
2017-01-06 09:52:51.835  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事', position=0} with description:赛事 for handler method:selectAllLeaguecalendar
2017-01-06 09:52:51.835  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeaguecalendarById was 赛事
2017-01-06 09:52:51.835  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeaguecalendarById belongs to groups: [[ResourceGroup{groupName='赛事', position=0}]] 
2017-01-06 09:52:51.835  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事', position=0} with description:赛事 for handler method:selectLeaguecalendarById
2017-01-06 09:52:51.836  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeaguedata was 赛事数据
2017-01-06 09:52:51.836  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeaguedata belongs to groups: [[ResourceGroup{groupName='赛事数据', position=0}]] 
2017-01-06 09:52:51.836  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事数据', position=0} with description:赛事数据 for handler method:selectAllLeaguedata
2017-01-06 09:52:51.836  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeaguedataById was 赛事数据
2017-01-06 09:52:51.836  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeaguedataById belongs to groups: [[ResourceGroup{groupName='赛事数据', position=0}]] 
2017-01-06 09:52:51.836  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事数据', position=0} with description:赛事数据 for handler method:selectLeaguedataById
2017-01-06 09:52:51.836  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeagueevent was 赛事事件
2017-01-06 09:52:51.836  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeagueevent belongs to groups: [[ResourceGroup{groupName='赛事事件', position=0}]] 
2017-01-06 09:52:51.836  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事事件', position=0} with description:赛事事件 for handler method:selectAllLeagueevent
2017-01-06 09:52:51.836  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeagueeventById was 赛事事件
2017-01-06 09:52:51.837  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeagueeventById belongs to groups: [[ResourceGroup{groupName='赛事事件', position=0}]] 
2017-01-06 09:52:51.837  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='赛事事件', position=0} with description:赛事事件 for handler method:selectLeagueeventById
2017-01-06 09:52:51.837  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectAllLeagueMatch was view
2017-01-06 09:52:51.837  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectAllLeagueMatch belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
2017-01-06 09:52:51.837  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='view', position=0} with description:VIEW for handler method:selectAllLeagueMatch
2017-01-06 09:52:51.837  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method selectLeagueMatchById was view
2017-01-06 09:52:51.837  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: selectLeagueMatchById belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
2017-01-06 09:52:51.837  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Adding resource to group:ResourceGroup{groupName='view', position=0} with description:VIEW for handler method:selectLeagueMatchById
2017-01-06 09:52:51.837  INFO 32276 --- [main] s.c.ClassOrApiAnnotationResourceGrouping : Group for method insertLeagueMatch was view
2017-01-06 09:52:51.837  INFO 32276 --- [main] c.m.s.s.ApiListingReferenceScanner       : Request mapping: insertLeagueMatch belongs to groups: [[ResourceGroup{groupName='view', position=0}]] 
